Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,1076515002779544960,157.4123212,70.5270822,11.345,0.827,0.0,0.0,0.0,5.05,5.05,0.43,3.605,,,,0.943,,Gaia_DR3,-46.571,-9.54,-46.571,0.015,-9.54,0.016
Gaia,DR3,1071761436054769536,150.5259828,71.5685829,19.8,2.448,1.452,2.4653,13.2704,7.12,,,3.685,,,,1.054,,,-46.009,-15.167,-45.126,0.324,-14.465,0.356
