Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,5271055243163629056,124.5328961,-68.314513,10.606,2.504,0.0,0.0,0.0,-6.1,-6.1,0.19,94.266,,,,1.272,,Gaia_DR3,94.794,-340.084,94.794,0.018,-340.084,0.02
Gaia,DR3,4263234054691798016,291.2133832,-0.894856,19.886,0.948,0.5,110.1827,29.5848,18.76,,,41.324,,,,2.379,,,-3.999,-3.161,-7.287,1.724,-6.018,1.738
