Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,2557342829345854208,9.8217476,7.2769906,13.764,2.067,0.0,0.0,0.0,6.84,6.84,1.46,8.07,,,,1.066,,Gaia_DR3,-31.166,-23.175,-31.166,0.021,-23.175,0.017
Gaia,DR3,2557753320844340736,11.7380228,8.7534268,18.662,3.205,0.683,2.4042,36.5768,5.88,,,6.25,,,,0.992,,,-24.497,-18.049,-25.244,0.268,-17.546,0.238
