Catalog,Type,GaiaDR3,RA,DEC,Gmag,Bp-Rp,Voff(km/s),Sep(deg),3D(pc),Vr(pred),Vr(obs),Vrerr,Plx(mas),SpT,FnuvJ,W1-W3,RUWE,XCrate,RVsrc,PMRApred,PMDecpred,PMRA,PMRAerr,PMDec,PMDecerr
Gaia,DR3,2441013811932929280,0.3257613,-8.9262499,9.824,0.629,0.0,0.0,0.0,11.22,11.22,0.23,3.722,,,,1.095,,Gaia_DR3,2.432,9.437,2.432,0.023,9.437,0.019
Gaia,DR3,2368732394263091712,5.0056855,-15.3849114,18.84,2.603,0.118,7.9132,37.1107,9.99,,,3.802,,,,1.112,,,1.629,10.634,1.615,0.4,10.54,0.289
